explanation,group,llm_likeness,token_count
One would not carry a bag while playing soccer.,old_human,0.01728515246432605,9
It would be very odd for a roofer to be fixing a bike on the roof.,old_human,0.021637443875482793,16
Workers can talk without being on break.,old_human,0.016511381989664006,7
Not everyone wears safety glasses around their neck.,old_human,0.02330818698173784,8
Several people are not identified as Mane people. Mane people sit on the Street while several people walk towards the Sidewalk.,old_human,0.05135617254996014,21
"We do not know if the building is three story, only that it is Victorian-style",old_human,0.021731746064120885,16
"We have no idea if they are inside or outside, sometimes people play soccer inside.",old_human,0.011245327472228001,15
brown dog races IS THE SAME AS dog is racing.,old_human,0.019204637816074642,10
Contestants wait their turn at a rodeo.,old_human,0.025663682548139857,7
You can not infer he is using a hammer.,old_human,0.006433628039275577,9
not all teenage boys are necessarily fifteen,old_human,0.008211069183522025,7
The fact that the man is  trying to throw something does not imply that he is throwing something to his son.,old_human,0.0461000994165536,21
An employee standing at the computer must be indoors.,old_human,0.023717003759073405,9
"If three people are reading books, those aren't ""nobody"".",old_human,0.020699762882647185,10
"If the chef is in the kitchen, he is not likely to be in a canoe.  If the chef is sleeping, he cannot cut.",old_human,0.01660240612733237,24
Either the girl is by herself or not.,old_human,0.03940723817092257,8
"If he is only in a towel, then the man is not in a coat. Also he is either in a kitchen or the sauna.",old_human,0.013365828958247486,25
The two dogs are playing in a field and therefore a field is outside.,old_human,0.04284933422245951,14
A man doesn't have to be carpenter to hold a hammer.,old_human,0.011624358780333332,12
A boy in green is wearing a different color than black.,old_human,0.03030968836924672,11
"One man is laughing, so they cannot be both stuffing their face.",old_human,0.006830507780460262,12
Bird cannot bend down and be in the air at the same time.,old_human,0.015407582289411768,13
One is a man and the other is a cat.,old_human,0.033404495262877205,10
A young girl and a toddler are both children.,old_human,0.02322675675207631,9
"If his only job is being a welder, he cannot be a newspaper delivery man.",old_human,0.00566606850332663,15
Riding a skateboard doesn't always involve getting lots of air. It may not be raining at the skatepark.,old_human,0.015744524116739825,19
Jeans weren't invented yet in the Renaissance.,old_human,0.050696725723122095,8
Kids are playing and referencing on an inflatable raft.,old_human,0.033048447345068,9
"When cooking, stirring a pot is a step in making a meal.",old_human,0.026194090285198948,12
The person must be either a man or a woman,old_human,0.014184663384884385,10
Girl and boy are two different genders Laying and standing are two different actions.,old_human,0.016328791826570297,14
There is nothing to indicate that what he is smoking is a joint,old_human,0.01897362515988903,13
A dog cannot be sleeping on the couch while in the snow.,old_human,0.0311355902776334,12
"The six people are either in a 'dessert setting' (desert setting) or in a hospital, but they cannot be both places simultaneously.",old_human,0.016150067150764363,22
They are outside walking because they are walking down a sidewalk.,old_human,0.008335234682000372,11
"There have to be two men or one man and his daughter and cannot be both.  Either they are holding a Chinese lantern, or they are building a doghouse.",old_human,0.00633780864094771,29
"A woman can lay on a yoga mat without being an artist, and without it being her studio.",old_human,0.020346134374198944,18
Being in front of a cafe implies they are at a cafe.,old_human,0.014921903390878124,12
A celebration does not mean it is New Years Eve.,old_human,0.017773115706453416,10
People running in the grass must be running outside.,old_human,0.021546838780285217,9
Not all boys are hungry and nothing says that the boy doesn't have any money.,old_human,0.0208927957592365,16
Aqua-colored cake is a form of cake.,old_human,0.022529542768785542,8
People wear scarves when there is not snow outside.,old_human,0.011637313807428891,9
The woman is not necessarily cooking dinner for guests.,old_human,0.01665373620614877,9
Performing on a football field is contradictory to performing in a dark basement.,old_human,0.03379022374863053,13
"Since Bruce Springsteen is a singer, he is singing.",old_human,0.017571796557764197,9
"Just because the man is kicking another man does necessarily not mean they are fighting. The man could kick another man in any place, not just outside a bar.",old_human,0.00989939395771896,29
Band members who perform on instruments are called musicians.,old_human,0.0220088562451428,9
"""A young man is performing a good skill on a skateboard"" is a rephrasing of ""Young man performing a skateboard trick""",old_human,0.02476708292883195,21
There is no indication that the headscarf was a gift,old_human,0.04310706999078474,10
"Just because she is looking at a blue box does not mean it is a product, and just because the other lady is looking at her phone does not mean she is looking the product up.",old_human,0.016036688461115774,36
The feathers of Native American costumes do not have to be colorful.,old_human,0.018116979975243967,12
A group of people can also be stated as there are people. They both basically mean the same thing.,old_human,0.006602368025565152,19
It is not necessary that the bicyclist is a tall human.,old_human,0.03930850544129613,11
The black bandana exists since it is mentioned in the first sentence.,old_human,0.04553223318703143,12
You can sit on the steps without waiting for the plumber.,old_human,0.034509238159792226,11
A bare chested child playing is not assumed to be getting naked.,old_human,0.01355819118442704,12
Single man in a blue t-shirt is a type of man.,old_human,0.03366738711262836,12
"Sitting on the floor, sleeping, and ""sleeping on the floor"" convey the same meaning.",old_human,0.04958564247919578,14
Not everyone that plays guitar is good at music.,old_human,0.028489875416275914,9
"The mood of the young lady is not specified, so there's no way to know if she's sad.",old_human,0.020882665697020037,20
The kids standing on the tree log are not necessarily enjoying the nature around them,old_human,0.05223591165157994,15
One cannot be described as a man and woman.   Breakdancing and stripping are different activities.,old_human,0.00683941795204861,15
A man can read a newspaper without being on a break.,old_human,0.014899846793646584,11
The people can't see while wearing blindfolds.,old_human,0.034272229865026545,8
You can not infer he loves his sister.,old_human,0.007689547671232842,8
Just because people walk outside the bar doesn't mean they walk outside after last call,old_human,0.013017316542035709,16
There are no horses in a soap box derby.  There are no soap box cars in a horse race.,old_human,0.02112326371287104,19
A man drawing a caricature of a women,old_human,0.025560386582974978,8
WE have no idea if the woman is dressed up for a commercial shoot or something else. There are many things people dress up for.,old_human,0.021763115037687582,25
"If people are having a drink at a reflective bar, they cannot be watching a football game at one of their houses.",old_human,0.010973057856279526,22
An older man is a man and he being holding a sign for tattoos soliciting business means in tattoo business.,old_human,0.022718125477208927,20
"When a boy is in a swimming pool , it need not be a new swimming pool.",old_human,0.0158846398183433,16
Cycling in uniform does not necessarily mean that you are in a competition.,old_human,0.015461767305392402,13
The lady cannot simultaneously be sitting and standing,old_human,0.01460480940410904,8
A man can't be wearing a pink outfit and naked at once.,old_human,0.012720191857673176,13
If a man is flipping through TV channels he can also be flipping through the channels on a hi-def TV.,old_human,0.016195716469144365,21
A woman is taking a picture is less descriptive rephrasing of a woman is taking picture of a girl on a scooter.,old_human,0.02738681360073803,22
A clown being at a school doesn't mean the children all love clowns.,old_human,0.017585398390081615,14
If people are on a dock the people are outside.,old_human,0.03123477514621727,10
People are not assumed to be a group of children.,old_human,0.014898952841651148,10
A boy can't sits and stands at the same time. You can only be doing one at a time.,old_human,0.0071813596415471045,20
The family cannot be on the couch and in the backyard at the same time,old_human,0.03400090486926675,15
A woman in bridal wear embraces an individual doesn't mean that the couple are kissing.,old_human,0.03900774515488825,16
Workers are not busy when on their lunch break.,old_human,0.019713720419257317,9
The announcement is not necessarily a warning.,old_human,0.013483811321173388,7
The subject is either young or old.,old_human,0.033942112286256626,7
The people are either enjoying the food or tossing out their food; they cannot be doing both at the same time.,old_human,0.014368367620599655,21
You can not infer she is with friends.,old_human,0.011593568118709255,8
The child is either barefoot or wearing sneakers.,old_human,0.03492149740329394,8
A toy train is a different type of toy than an xbox.,old_human,0.01749325338735577,12
It's impossible to be checking out a car while someone is blowing it up.,old_human,0.02646817571191709,15
You can’t know that he is riding the bike.,old_human,0.017237369819588115,10
Both the skateboarder and rollerblader rides the rail.,old_human,0.05176828433838297,8
"The group might just have been friends, school was not mentioned so class shows that they are students.",old_human,0.016360979166407986,18
The coaching official and football player and other team members talking about the tournament between the crowd.,old_human,0.06486216400543109,17
Not all glass display cases have a trophy.,old_human,0.011118404848314523,8
red and white and wearing glasses has nothing to do with  sentence 2,old_human,0.03539544719663251,13
We do not know that the people are speaking in different languages,old_human,0.03014421205713143,12
A stuffed cat is a stuffed animal.,old_human,0.026082962114692125,7
The man must be talking to a crowd if he needs a bull horn to talk to a crowd of people.,old_human,0.021882314440651987,21
A dog that pursues a frisbee on the grass is playing on a park.,old_human,0.059242680383916814,14
The people are having a conversation because there is a group of people having a conversation about photographs on a wall.,old_human,0.03330416714984392,21
A worker in a tree is not assumed to be trimming the tree.,old_human,0.02349469715232499,13
A busy street with building lined up and people walking down the street outside and nighttime does not imply that tall people are lined up,old_human,0.04321399200348498,25
Three people in a parade does not imply they are on a parade float.,old_human,0.016033124839739593,14
People does not infer a man and a woman and not all books are paperbacks.,old_human,0.013095300229136448,15
The person either walks or jumps. No one can walk while jumping.,old_human,0.020617393543865752,12
he first sentence is about a fake animal. the second sentence is about a real dog.,old_human,0.017656157648063487,16
Players trying to get the soccer ball definitely go after the ball.,old_human,0.06998561103717696,12
Riding next to a building means they are near the building,old_human,0.02423760100986498,11
Little people cannot always be assumed to be children.,old_human,0.007967117367234303,9
If the man is climbing with the other people then the other people could watch the man.,old_human,0.08031302789492624,17
A woman cleans up near a ladder must be sweeping in front of a ladder.,old_human,0.020828537225522775,15
The boy gets ready to kick the soccer ball.,old_human,0.06951291357398273,9
A man catching a frisbee is not assumed to be competing with others.,old_human,0.0182898408093798,13
The kids are not necessarily being punished.,old_human,0.0150266525510098,7
The two women might not be hot.,old_human,0.02074348732136002,7
"""A gorup of girl"" is a rephrasing of ""A group of girls."" Both are jumping over.",old_human,0.019293808469178653,16
One cannot be playing and walking simultaneously.,old_human,0.0058623022738333325,7
drawing at a table does not prove that it is an art project,old_human,0.041066474055330975,13
we have no idea if the dogs play together or if they are just at the same place.,old_human,0.010216052300017289,18
it cannot be either falling down or walk off,old_human,0.008285182569359525,9
It is an entirely different activity to be eating a sandwich than to hold a hammer.,old_human,0.017440024939625896,16
"If a young man is doing a flip off of a half-wall, he cannot fall off of it. If the half-wall is covered in graffiti, it cannot be painted nicely.",old_human,0.01658313448902684,32
Men are surprised after seeing both of them after a long period so they shocked and surprised expressions on their faces.,old_human,0.020417583093537202,21
Two men dressed up as snowmen need not necessarily mean that they are young.,old_human,0.010845728265252293,14
The roller coaster is twisting and turning.,old_human,0.04442808329649296,7
The man and woman are wearing bandanas.,old_human,0.041321526562137625,7
Playing soccer on a field contradicts playing on Mars.,old_human,0.04573555344799242,9
"If there is no snow, a child cannot be lying in snow.",old_human,0.008014220388839447,12
Running and walking are two different gaits.,old_human,0.017052849786370894,7
Grabbing your crotch is a crude gesture.,old_human,0.025347063901847718,7
The person cannot be alone if there is a man and woman they are waving at.,old_human,0.008596192969036605,16
"There's a good reason it's called ""sidewalk"" - because when people are 'in motion' down one, it's perfectly ordinary to assume that the form of motion is walking.",old_human,0.047624664144712794,30
"A land rover and a sedan are different cars, so these sentences cannot be describing the same event.",old_human,0.007444874634799241,18
"They could be running any race distance, not necessarily a marathon",old_human,0.004406037584433365,11
A man posing holding a newspaper is not necessarily reading the newspaper.,old_human,0.021088869799333616,12
Just because a woman looks at a bicycle doesn't mean she shops for one.,old_human,0.008420316590003224,15
A person should be near water if he being sitting beside a waterfall.,old_human,0.008846100150202109,13
A man and a woman can not be two men.,old_human,0.008183825088604489,10
A girl in a pink sundress doesn't imply she is wearing shoes.,old_human,0.01622807765084605,13
Boy holding a bottled drink and another boy are two boys.,old_human,0.02783706559070652,11
A man cannot be in the army and navy. His wife would not be someone foreign.,old_human,0.00983556884624885,16
The sticks of cotton candy are fluffy sweets.,old_human,0.041766455194313996,8
"First a boy is referred to, then a girl. You do not get soaked while playing piano, and a piano is played indoors in a living room, not outdoors.",old_human,0.019800745300943313,29
A man enjoying coffee at a coffee shop does not imply that he had a doughnut.,old_human,0.016569860039328286,16
The boys on a bed cannot be playing in the park at the same time.,old_human,0.02475724640304651,15
It is not common to be smiling while taking an exam.,old_human,0.014572016154664602,11
Staring at the basketball hoop does not mean one is waiting to see if the ball will go in.,old_human,0.03481750808617284,19
"It may not be the Olympics, the gymnast may be practicing",old_human,0.018978438534057673,11
Runner with a convoy of motorcycles implies a highway.,old_human,0.030553299613369316,9
Two people are playing with a ball.,old_human,0.06092774365902204,7
"The lady is either hearing music or reading a book, not both.",old_human,0.023547838852112264,12
"A boy rides a horse is an explicit fact, his appearance and the size of the horse are irrelevant.",old_human,0.04886796204331598,19
A couple walks in front of a building is less descriptive way of saying of saying couple walks hand-in-hand in from of Victorian-style building.,old_human,0.028614777259009655,27
A group of people standing around and smiling is a rewording of a group of people standing around smiling.,old_human,0.0370496456130369,19
The person is either a lady or a man.,old_human,0.031931389501259094,9
People coming down a staircase might not be workers returning from an inspection.,old_human,0.014743774382086565,13
If two ladies are napping on a bench then they have taken a nap on the bench.,old_human,0.023549272454813863,17
People waiting on a train platform does not imply that the train is late.,old_human,0.04022853200266417,14
Pole vaulting is the act of being in the middle of a pole vault.,old_human,0.04372658796990138,14
"If there are two people, then the count doesn't agree with the claim that there is one man with many people near him.",old_human,0.2698452448458213,24
Children with guns in the woods may not be hunting deer.,old_human,0.02808473505548838,11
The people can't be in a metro station while outside in the snow.,old_human,0.03299056922877576,14
"Men wearing hats is the same as men having hats and hats are worn on the head, so hats on their head.",old_human,0.030351609437899073,22
A running dog does not mean there is a squirrel.,old_human,0.015371167495081077,10
Overlooking bike maintenance does not lead to destruction of a bike.,old_human,0.03578112846423606,11
"The people could be having a conversation while one, but not all, washes the dishes.",old_human,0.029490356771056533,15
A woman holding a yellow cellphone against her ear while talking is a description of a woman talking on the phone.,old_human,0.04468963471371872,21
The man cannot be jumping rope and holding a bottle at the same time.,old_human,0.010298759535042586,14
"is the child small or not, a preteen or someone in elementary school.",old_human,0.05034363436961121,13
You can not infer she is an Armenian.,old_human,0.007704714952870874,8
There is no mention of the child's mother being there or a mothers joke being the reason for laughter,old_human,0.03230721913005844,20
women speaking implies at least two plus one writing so it couldn't be two women to compete,old_human,0.021960603569825904,18
Two women's volleyball teams  competing against each other  while a referee in black watches means a volleyball match is going on between two ladies,old_human,0.03823803499197693,25
The happy woman stands and a woman happily stands imply one another between the two sentences.,old_human,0.04619665426610902,16
A snowboarder would be on a board rather than a snowmobile. It might not have been a blizzard that deposited the wide plain of snow.,old_human,0.021404163828349802,25
Just because a snow boarder is on snow does not mean that he is in motion gliding over the snow.,old_human,0.01945846779909959,20
Two people can have a relationship other than a couple. Taking a break from bicycling does not imply they are parking their bikes.,old_human,0.009787046664328631,23
Windbreakers and vests are not safety gear.,old_human,0.016355441674555736,7
"If the beanie is brown, it cannot be white.",old_human,0.015241879034983946,9
"Sentence 1 says the location is at a rally, while Sentence 2 says the location is at a carnival.",old_human,0.030734924771851715,19
Not all birds are ducks. Water does not imply lake.,old_human,0.008785984691675327,10
A mexican restaurant is a type of ethnic establishment.,old_human,0.020644397152300892,9
A person cannot be making an aggressive swing while they are taking a nap.,old_human,0.008860413105974565,14
Shining shoes and fighting over ice cream are two different activities that are not connected.,old_human,0.01905011581003276,15
Bike usually means bicycle; it has already been described as yellow; if a boy is riding something then it follows that he has it.,old_human,0.018199514060539622,24
"The man talks to the guards while he holds a drink or he is scuba diving, cannot be doing both things.",old_human,0.0183706974153907,21
Gentleman sketching on brown paper at Christmas doesn't imply that he is doing it for his girlfriend.,old_human,0.019031597302448848,18
Just because he's with someone doesn't mean they are his apprentice.,old_human,0.005423648063141242,13
A boy spinning a merry-go-round could be wearing anything.,old_human,0.015481572814622792,11
One cannot be sitting and standing at the same time.,old_human,0.004686112623116528,10
"Sentence one says ""people."" It doesn't say they're all women.",old_human,0.010948546559649757,12
This child is getting pedicure entals child getting pedicure.,old_human,0.05257594922104762,9
"Four young children are not three middle aged men. To ""lounge"" is to relax, not to ""work"".",old_human,0.04070040665980347,17
A man cannot be riding a four wheeler in an atv event and riding a jet ski in a swimming event simultaneously.,old_human,0.018441878517963525,22
A person can hold a shovel without wanting to dig for buried things.,old_human,0.018865000885514325,13
talking amongst themselves is another way to say having a discussion,old_human,0.022684666144701042,11
A man cannot be wearing tank top and a red plaid hat and also be wearing football pads at the same time.,old_human,0.009368716956435806,22
The word couple is a synonym for Two.,old_human,0.04726156589702628,8
People who are mainly women must be involving women while skating during a roller derby match means there is a roller derby match.,old_human,0.014770524586578094,23
A couple looking down a mountain range is not necessarily going to climb the mountains.,old_human,0.024302734422543205,15
Wooden bridge means the bridge is wood.,old_human,0.03872145192333525,7
While wearing a green hat is a rephrasing of wearing a green hat.,old_human,0.026670688522877444,13
In is a way to say wearing a blue shirt.,old_human,0.03743301860278081,10
The man in white clothes playing basketball while woman in red clothes plays hockey.,old_human,0.07434699441350641,14
The child can not play on the bed with his pet if he learns how to ride a horse in sentence one,old_human,0.032157502636881455,22
A mother is not assumed to be Asian.  A baby is not assumed to be a girl.,old_human,0.00988349163914849,17
"we cannot determine the age of the person, it is unknown if he was almost hit by the bus because he is looking at the advertisement.",old_human,0.04446112312219087,26
"Just because a person is sitting on a rock, it doesn't necessarily mean they are taking a break from walking.",old_human,0.007342001671260158,21
The man is wearing a suit so he is dressed.,old_human,0.024517645820967784,10
A man who wears a shirt is dressed in it.,old_human,0.04210644616830386,10
If the boy didn't go to the beach he cannot be at the beach.,old_human,0.022131136188486302,15
Being on a stage does not mean one is performing a play,old_human,0.017685163095442474,12
Being in a button up shirt implies wearing said shirt.,old_human,0.0234919567284801,10
Can't eat while holding someone in your arms,old_human,0.019882870535866196,9
The women are not necessarily wearing hats.,old_human,0.018886211068744944,7
Different action (Going for a run and sitting),old_human,0.016934772767236952,8
A man slicing a coconut does not always imply they are showing other people how to slice a coconut.,old_human,0.015753452994420842,19
A man could not be in his bathtub and standing on the side of the street simultaneously. Usually one would not eat ice cream and sushi at the same time.,old_human,0.01777397678818862,30
The word crowd implies a crowd of people.,old_human,0.03524409644477588,8
A mountain biker is a type of biker.,old_human,0.02029091631451147,8
A child standing in ocean water is in the ocean.,old_human,0.04750620374269467,10
There is either two men or one  man.  He cannot be playing football while he watches the barber.,old_human,0.01145796218685077,18
Two men are two people.  Having drinks still means they're drinking.,old_human,0.019446471840475675,12
"Older people are gray-haired, so an older man would have gray hair.",old_human,0.023009127551334097,13
Rollerskating and skating are not the exact same thing.,old_human,0.015292171610496638,9
A fenced in room cannot be outside.,old_human,0.009274898129912546,7
If they are women they cannot be men.,old_human,0.002901298416077768,8
a garage and a vast sandy landscape are different sceneries,old_human,0.016273830906193214,10
The man might not be smiling and those trees might not be his.,old_human,0.010587257864699755,13
A gymnast is not always training for the Olympics.,old_human,0.02518134171860747,9
The golfer can't be driving off the first tee while in a sand trap.,old_human,0.030195530043009615,15
"An African American is black, and sitting is a way of relaxing.",old_human,0.02905647705159258,12
On a bike is riding a bike.,old_human,0.03317377275336946,7
a dog is in snow so he must be in front of some trees.,old_human,0.014836941848385842,14
Just because two men are using fighting sticks doesn't mean they are in a competition.,old_human,0.006453859732487818,16
Not every white dog is a husky.,old_human,0.019052940111300137,7
You can not infer he waits for someone.,old_human,0.007426307318325098,8
Man sleeping next to a dog is a rephrasing of dog has a man sleeping next to it.,old_human,0.02622218308015282,18
"The baby is looking at a cat, which means that there is a cat near the baby.",old_human,0.0786056088573722,17
Rock climbing isn't always a hobby.,old_human,0.019304828643858733,7
Dirt is what is normally swept when one sweeps with a broom; that the man is sweeping is tautological.,old_human,0.06697354513147993,19
"The woman has to go into the train station from outside, the train station is can used to say metro station.",old_human,0.05335728126190257,21
The person cannot simultaneously be surfing and sitting,old_human,0.013524439548583499,8
man is wearing protective gear rather than not having any gear on,old_human,0.02302751198086633,12
Skateboarding youth implies a young person.  A skateboarding youth must be on a skateboard in order to do a trick on a rail.,old_human,0.018321806694608058,23
A person cannot play a guitar at the same time they are shoveling snow.  A person does not generally play guitar in the snow.,old_human,0.01766456506435695,24
A slip and slide is used outside.,old_human,0.02303233926765769,7
"If the man is naked, then he is not wearing a jacket.",old_human,0.010548686030537774,12
"The young boy if holding a toy, the toy is red.",old_human,0.06639736703461036,11
Just because a team is competing does not mean they are winning.,old_human,0.006279237090764834,12
"""Two workers are preforming their jobs"", is a rephrasing of two butchers are walking through their shop.",old_human,0.030267894675504316,17
"the dog cannot be black and white at the same time, and there are no facts implying it was a multicolored dogs. Ergo, there are two separate dogs.",old_human,0.014383521004605769,28
The boy is asleep and cannot look out the window.,old_human,0.04627289168216805,10
Teaching art classes is not the only work one might do in an art studio.,old_human,0.02513140350728014,15
"You can drop something and it not be a cellphone, the man can be with a woman that is not his companion.",old_human,0.0104088663847806,22
The man is either spraying water or throws a rock.,old_human,0.025456935704444798,10
"""The sports fans are wearing orange shirts"" is a rephrasing of ""sports fans wearing orange.""",old_human,0.0325907001754581,15
Just because they're posing for a picture doesn't mean they're posing for a Christmas picture.,old_human,0.00782604706773842,18
You can not infer they have a schedule.,old_human,0.005374615250675296,8
The woman that has something on her face is silver face paint.,old_human,0.054995834883903215,12
A man is the opposite gender of a woman.  Sitting is the opposite of standing.,old_human,0.03668252414207069,15
The men are carrying a canoe because they are running and carrying a canoe.,old_human,0.01985738302185349,14
A group of people could walk for reasons besides going to work.,old_human,0.026407374376041463,12
A woman cannot be kissing a man whom she does not know.,old_human,0.008828365698786604,12
The man cannot simultaneously be running and walk,old_human,0.012087804664146608,8
"Walking and swimming are two different actions.   The beach is on land, in the ocean refers to actually being I'm the water.",old_human,0.054536119811016456,23
Speaks into a microphone is a paraphrase of speaking.,old_human,0.025825130808575184,9
Just because the girls are dressed up does not mean it is cosplay or that they are attending a convention,old_human,0.01617116695485566,20
A group of people standing in a restaurant is not assumed to be a party that waited to be seated.,old_human,0.018522568366953308,20
"The bicyclist may not have any spectators.  The wire may not be high, it could be low.",old_human,0.012649201188283641,17
A football player carrying the ball is not necessarily the team's quarterback.,old_human,0.031371480340380765,13
"If a dog is swimming, the dog is swimming.",old_human,0.028548794191876364,9
Kids doing sightseeing are not necessarily on a fieldtrip.,old_human,0.00950220252193934,9
A woman wearing a shirt tied into a semi-halter means that everybody visible is not dressed formally.,old_human,0.026957671146110588,18
Singing a song is a way of singing.,old_human,0.022696252717917115,8
The men are either standing in a file or at the office.,old_human,0.05520994861374529,12
Two men and two women doesn't necessarily mean a double date.,old_human,0.016725913068998573,12
"Three boats are on a riverbank, and they have white sails.",old_human,0.019900966218987647,11
You can not infer the man is a foreman.,old_human,0.011095178904066355,9
Next to a table implies that the man is by a table,old_human,0.07661218529547412,12
You can not infer the music is rock.,old_human,0.018189770726219436,8
A couple sits in the grass must mean people are outside.,old_human,0.02907261455861122,11
"If he's digging with hopes that he discovers something, he hopes to find soemthing.",old_human,0.018997330446443188,15
"There is only mention of one lone dog, there is no mention that there are many dogs, nor does it follow if one is jumping that they are racing.",old_human,0.018325820045390157,29
People don't usually eat dinner while waiting in line.,old_human,0.02435614951120718,10
The roadside workers are men and are wearing lime green jackets.,old_human,0.04425776255586411,11
There is a man walking several dogs.,old_human,0.023393289312617933,7
A cowboy can be an individual other than a man. Standing near the fence is different than standing on the fence. A cowboy standing on a fence containing numbers does not mean he intends to show the numbers.,old_human,0.025461435371632986,38
a man can not laugh at something in sentence two if a woman laughs at something in sentence one,old_human,0.012973801970377218,19
"The two performers are a man and a woman and they are both performing, so they must be performing together.",old_human,0.011046191360832536,20
Costumed mascots outside the man's work does not necessarily mean that they are promoting the business.,old_human,0.019950771146027703,17
A man can rest his head down without being sick.,old_human,0.01693760682544681,10
specifies the man is on a mountain,old_human,0.039367517607730565,7
A man can wear a black stone without being tall.,old_human,0.014430448920154711,10
"Woman is she, and car implies outside.",old_human,0.015534635862368135,7
The woman can't have both the paintings and the children at her feet,old_human,0.045081808956264416,14
A guy is a man and if surfing means he is on a surfboard.,old_human,0.01168912271612468,14
"""People on a sidewalk"" is a rephrasing of ""People are on a sidewalk.",old_human,0.02498067871956241,13
The woman applying red nail polish to her toes while resting on a leather seat,old_human,0.05035086099844458,15
Just because a man talks to a woman does not mean they are discussing their relationship.,old_human,0.009297991839813955,16
A man and a child cannot also be a couple,old_human,0.010046811168480389,10
Just because a woman is jumping up to hit the ball does not mean she is playing.,old_human,0.019404012729245423,17
Standing by ice would be expected in a winter landscape.,old_human,0.021810889431181413,10
Daddy can not teach if he is dead.,old_human,0.0038721327855578886,8
"Climbing a latter does not imply emotional state, sad or otherwise.",old_human,0.018873123493313358,11
A Nintendo DS is a video game. A ball is a non-powered toy.,old_human,0.02924098208406682,14
If neither guy was holding anything then one could not have a cup in his hand.,old_human,0.014057699841858222,16
Talking in front of a bulding doesn't imply going into it.,old_human,0.02074067708846924,12
You can not infer the worker is a man.,old_human,0.01633663815024753,9
"The drink does not have to be a Diet Coke and this person could be anyone, not just a boyfriend.",old_human,0.014685312179207462,20
Many individuals together are referred to as people. The rest of the information is present in sentence 1 in the exact manner.,old_human,0.056589750724014815,22
A mountaineer is standing on a mountain if he is ready to descend down the mountain..,old_human,0.03160896154122235,16
There is no mention of eating food outdoors or having a picnic.,old_human,0.019736090489000196,12
"A crowd of people stand in the street is literally the same as the beginning of the first sentence with only a ""the"" inserted: A crowd of people stand in street in front of a series of white tents.",old_human,0.0732143058058816,39
A man wearing blue is not wearing yellow while rolling in the grass involves movement and lay in the grass does not.,old_human,0.05717466336254086,22
The man cannot be wearing black pants and wearing white pants simultaneously.,old_human,0.019416247285741137,12
A man is going to sleep on hid bed.,old_human,0.031648406057471566,9
The man can't be naked if he's wearing a wife-beater.,old_human,0.007694904396903358,13
There can be either a market or a mountain.,old_human,0.004979535383216198,9
"'A woman is helping a girl' is a less detailed rephrasing, the specifics have been omitted but the essence that a woman is helping a girl is the same.",old_human,0.06526321500930969,29
"It is not necessarily an oak tree. It could be any tree with healthy, green leaves.",old_human,0.015407713358784434,16
There are both man is riding a motorcyle.,old_human,0.018671049435363393,8
A boy in midair on a bicycle is not afraid to ride it.,old_human,0.032780430332535214,13
"If nobody floats, there can't be a child floating.",old_human,0.006518699613003884,10
A woman running in the park may not necessarily be doing her exercising.,old_human,0.014288859160939787,13
"One of two men can be called ""he"", and a camera is how one takes a photo.",old_human,0.012439042066795384,17
A girl cannot be a man at the same time and if you're playing guitar you cannot be playing the triangle as well.,old_human,0.005265994537441863,24
These are 2 completely separate thoughts.  Sentence 1 references a man with no shirt working outside.  Sentence 2 is a woman wearing a snowsuit while skiing.  The only similarity is that they are both outside.,old_human,0.02765264891814646,35
A woman can not be dancing and swimming.,old_human,0.006785760909182287,8
The girls walk down the street is a rephrasing of girls walk down the street.,old_human,0.0627712794185149,15
"If he's asleep in bed, he's definitely not playing on the blacktop.",old_human,0.01772731014636912,14
The animal is either a cat or a dog. The animal is either running up a tree or the lawn.,old_human,0.04208636833528951,20
The commuters crossing the street imply they are in a city setting where a diver flipping in mid-air implies he is at a pool.,old_human,0.0225196433680822,25
holding a banana in his hand signifies the man is eating his lunch,old_human,0.05415709847938257,13
Woman is standing repeats woman is standing.,old_human,0.03087261134376125,7
You can not infer they are protesting outside an abortion clinic.,old_human,0.006371865540777119,11
People encompasses some people and sitting on a bench in front of buildings means this is an outside activity.,old_human,0.06944662527170047,19
"He is either asleep or polishing, he can't do both at the same time.",old_human,0.00544043865359314,15
Two men reading the paper is the same as two men read the paper.,old_human,0.054635079927006176,14
It is inferred that the people sitting on the couch are a family.,old_human,0.0855134833896422,13
The temperature of the water is not discussed in sentence 1.,old_human,0.04231791787224748,11
For a man to go biking on a dusty path he needs a helmet.,old_human,0.026892610900392123,14
A woman is different from a man.,old_human,0.018748059607698445,7
They can't be practicing while talking.,old_human,0.0070172218920500715,7
The girls smile because they are smiling.,old_human,0.019107291528976313,7
"If the ballerina is in the studio, it means she is indoors.",old_human,0.03519490855082101,12
"A man is not necessarily also a police officer. The person cannot be both standing and driving, and he either has a car or a motorbike.",old_human,0.0060584419931200015,26
Three women are sitting together near woven walls.,old_human,0.028904100660074754,8
The man cannot simultaneously be sitting and be out for a jog,old_human,0.009474095911175902,12
A man in a hat is a man in a hat.,old_human,0.045111909930512444,11
"A male runner is a person, therefore a person is running.",old_human,0.02543862599447054,11
A person can stand among a lot of people and not be at a concert.,old_human,0.010131135361185747,15
One cannot be in an intense match while eating dinner.,old_human,0.012770516107003747,10
