articleid,dataset,questionid,question,system,answer,annotationid,correct_label,complete_label,feedback,ebr_raw,ebr_num,workerid
1037,inq,3,who is piloting it?,davinci," The Bluefin-21 is a fully autonomous underwater vehicle (AUV). It is pre-programmed with a search pattern and is capable of searching 24 hours a day, 7 days a week. It is not remote controlled or tethered to a surface ship.",1,correct,complete,"The answer makes some reasonable assumptions, but fits with the text",70,70,5
1037,inq,3,who is piloting it?,davinci," The Bluefin-21 is a fully autonomous underwater vehicle (AUV). It is pre-programmed with a search pattern and is capable of searching 24 hours a day, 7 days a week. It is not remote controlled or tethered to a surface ship.",2,irrelevant,missing_all,Technicians aboard the Australian ship Ocean Shield are the ones piloting the roboticsubmarine,0,0,7
1037,inq,3,who is piloting it?,davinci," The Bluefin-21 is a fully autonomous underwater vehicle (AUV). It is pre-programmed with a search pattern and is capable of searching 24 hours a day, 7 days a week. It is not remote controlled or tethered to a surface ship.",3,correct,complete,It's been 38 days and there have been very little floating material recovered recently. It's time to use a different strategy.,100,100,3
1037,inq,3,who is piloting it?,davinci," The Bluefin-21 is a fully autonomous underwater vehicle (AUV). It is pre-programmed with a search pattern and is capable of searching 24 hours a day, 7 days a week. It is not remote controlled or tethered to a surface ship.",4,irrelevant,complete,The first answer sentence contains info from document sentence 3 that answers the question. All that should be included however is that it is an autonomous vehicle. (The acronym does not come from the document). The second and final answer sentences are not drawn from the document and should not be included.,Score: 30,30,6
1037,inq,3,who is piloting it?,gpt4,"The little yellow robotic submarine, Bluefin-21, is actually an underwater autonomous vehicle which means that it is not being piloted by a human.",0,correct,missing_minor,"The answer is accurate, but it could have included some supplementary detail regarding the technicians and the coordinator",Score: 75,75,5
1037,inq,3,who is piloting it?,gpt4,"The little yellow robotic submarine, Bluefin-21, is actually an underwater autonomous vehicle which means that it is not being piloted by a human.",1,correct,complete,Sentence 3 confirms the machine response. ,Score: 100,100,7
1037,inq,3,who is piloting it?,gpt4,"The little yellow robotic submarine, Bluefin-21, is actually an underwater autonomous vehicle which means that it is not being piloted by a human.",2,correct,complete,The answer is correct and complete.,100,100,3
1037,inq,3,who is piloting it?,gpt4,"The little yellow robotic submarine, Bluefin-21, is actually an underwater autonomous vehicle which means that it is not being piloted by a human.",3,irrelevant,missing_minor,"The explanation of what it means to be autonomous is not drawn from the article. Sentence 18 contains information that should be used in its place, explaining that you give it a track and it goes.",Score: 50,50,6
1037,inq,3,who is piloting it?,gpt4,"The little yellow robotic submarine, Bluefin-21, is actually an underwater autonomous vehicle which means that it is not being piloted by a human.",4,correct,missing_major,"The answer is technically accurate, but it should have included some names that were given in the article",Score: 50,50,5
1037,inq,3,who is piloting it?,text-davinci-003_few_shot,The robotic submarine is autonomous and is not being piloted by anyone.,0,correct,missing_minor,Some more information about who is guiding the subs could have helped,40,40,5
1037,inq,3,who is piloting it?,text-davinci-003_few_shot,The robotic submarine is autonomous and is not being piloted by anyone.,1,correct,missing_minor,"The answer is valid, but a bit too narrow in scope",60,60,5
1037,inq,3,who is piloting it?,text-davinci-003_few_shot,The robotic submarine is autonomous and is not being piloted by anyone.,2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100,1
1037,inq,3,who is piloting it?,text-davinci-003_few_shot,The robotic submarine is autonomous and is not being piloted by anyone.,3,correct,complete,Sentence 3 of the document indicates that it is indeed autonomous.,100,100,6
1037,inq,3,who is piloting it?,text-davinci-003_few_shot,The robotic submarine is autonomous and is not being piloted by anyone.,4,correct,complete,The robotic submarine is autonomous.,100,100,3
1037,inq,3,who is piloting it?,text-davinci-003_zero_shot,The robotic submarine is not being piloted by anyone. It is an autonomous vehicle that is programmed to search the area for the missing Boeing 777.,0,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document.,100,100,1
1037,inq,3,who is piloting it?,text-davinci-003_zero_shot,The robotic submarine is not being piloted by anyone. It is an autonomous vehicle that is programmed to search the area for the missing Boeing 777.,1,correct,complete,Bluefin-21 is an autonomous vehicle.,100,100,3
1037,inq,3,who is piloting it?,text-davinci-003_zero_shot,The robotic submarine is not being piloted by anyone. It is an autonomous vehicle that is programmed to search the area for the missing Boeing 777.,2,correct,missing_minor,"The answer is technically correct, but needs more information",60,60,5
1037,inq,3,who is piloting it?,text-davinci-003_zero_shot,The robotic submarine is not being piloted by anyone. It is an autonomous vehicle that is programmed to search the area for the missing Boeing 777.,3,correct,missing_minor,"The answer is technically correct, but needs more information",Score: 70,70,5
1037,inq,3,who is piloting it?,text-davinci-003_zero_shot,The robotic submarine is not being piloted by anyone. It is an autonomous vehicle that is programmed to search the area for the missing Boeing 777.,4,correct,complete,The answer is correct and complete.,100,100,3
1037,inq,4,why is it all up to a little yellow robotic submarine?,davinci, The answer is simple. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is,0,irrelevant,missing_all,The first answer sentence is not relevant as it is commentary and not info to answer the question. The second sentence and the sentences which follow are repetitive and not supported by the document. The answer comes from sentences 22-24 which lists the other search methods that failed.  ,Score: 0,0,6
1037,inq,4,why is it all up to a little yellow robotic submarine?,davinci, The answer is simple. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is,1,irrelevant,missing_major,Practically all relevant information was missed,Score: 10,10,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,davinci, The answer is simple. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is,2,correct,missing_minor,It is only the submarine that has the capacity to scan and search under water,30,30,7
1037,inq,4,why is it all up to a little yellow robotic submarine?,davinci, The answer is simple. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is,3,irrelevant,missing_all,The Bluefin can go where men and other machines cannot. It can go to the bottom of the see and look around for the plane. It uses sonar to gather data and get a 3D map of the ocean floor.,0,0,3
1037,inq,4,why is it all up to a little yellow robotic submarine?,davinci, The answer is simple. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is too big for the human eye to see. The search area is,4,irrelevant,missing_all,The answer is not supported by the document. The info needed to answer the question comes from sentences 22-25 which note that the black boxes were no longer transmitting and that the odds of finding floating material had greatly diminished.,Score: 0,0,6
1037,inq,4,why is it all up to a little yellow robotic submarine?,gpt4,"The search for Malaysia Airlines Flight 370 is now solely dependent on the little yellow robotic submarine because other aspects of the search, such as the towed pinger locator and surface debris searchers, have been put away or are about to be called off.",0,correct,missing_minor,"The question is answered, but it could have included more detail",70,70,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,gpt4,"The search for Malaysia Airlines Flight 370 is now solely dependent on the little yellow robotic submarine because other aspects of the search, such as the towed pinger locator and surface debris searchers, have been put away or are about to be called off.",1,correct,missing_minor,The submarine has the needed capacity to search the seabed using its side-scanning sonar arrays,Score: 70,70,7
1037,inq,4,why is it all up to a little yellow robotic submarine?,gpt4,"The search for Malaysia Airlines Flight 370 is now solely dependent on the little yellow robotic submarine because other aspects of the search, such as the towed pinger locator and surface debris searchers, have been put away or are about to be called off.",2,correct,missing_minor,The Bluefin can go where men and other machines cannot. It can go to the bottom of the see and look around for the plane. It uses sonar to gather data and get a 3D map of the ocean floor.,Score: 50,50,3
1037,inq,4,why is it all up to a little yellow robotic submarine?,gpt4,"The search for Malaysia Airlines Flight 370 is now solely dependent on the little yellow robotic submarine because other aspects of the search, such as the towed pinger locator and surface debris searchers, have been put away or are about to be called off.",3,irrelevant,complete,The first two lines of the answer merely repeat information that is already known. They are therefore not relevant. The rest of the answer is relevant as it addresses the question directly (drawn from sentences 22-24),Score: 92,92,6
1037,inq,4,why is it all up to a little yellow robotic submarine?,gpt4,"The search for Malaysia Airlines Flight 370 is now solely dependent on the little yellow robotic submarine because other aspects of the search, such as the towed pinger locator and surface debris searchers, have been put away or are about to be called off.",4,correct,complete,This is a valid answer based on the text,100,100,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_few_shot,"The robotic submarine, called the Bluefin-21, is being deployed to search the Indian Ocean for wreckage from the plane. It is equipped with side-scanning sonar arrays and high-definition cameras to map the area and look for debris.",0,correct,missing_minor,This additional passage could help clarify why autonomous subs are being used.,30,30,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_few_shot,"The robotic submarine, called the Bluefin-21, is being deployed to search the Indian Ocean for wreckage from the plane. It is equipped with side-scanning sonar arrays and high-definition cameras to map the area and look for debris.",1,correct,complete,This is a sufficient answer,100,100,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_few_shot,"The robotic submarine, called the Bluefin-21, is being deployed to search the Indian Ocean for wreckage from the plane. It is equipped with side-scanning sonar arrays and high-definition cameras to map the area and look for debris.",2,irrelevant,complete,"The answer should be Investigators looking for Malaysia Airlines Flight 370 have put away their towed pinger locator and are about to call off searches for surface debris, as per sentence 1.",100,100,1
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_few_shot,"The robotic submarine, called the Bluefin-21, is being deployed to search the Indian Ocean for wreckage from the plane. It is equipped with side-scanning sonar arrays and high-definition cameras to map the area and look for debris.",3,correct,complete,The robot was designed for cases like this.,100,100,3
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_few_shot,"The robotic submarine, called the Bluefin-21, is being deployed to search the Indian Ocean for wreckage from the plane. It is equipped with side-scanning sonar arrays and high-definition cameras to map the area and look for debris.",4,irrelevant,missing_all,The answer describes the search process but not why it is not up to bluefin. That information is contained in sentences 22-24. The answer leaves this information out. ,Score: 0,0,6
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_zero_shot,It is all up to the little yellow robotic submarine because it is the only tool that can search the depths of the Indian Ocean for the missing Boeing 777. The robotic submarine is equipped with side-scanning sonar arrays and high-definition cameras that can map the seafloor and take pictures of any wreckage that may be found.,0,correct,complete,This is a sufficient answer,100,100,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_zero_shot,It is all up to the little yellow robotic submarine because it is the only tool that can search the depths of the Indian Ocean for the missing Boeing 777. The robotic submarine is equipped with side-scanning sonar arrays and high-definition cameras that can map the seafloor and take pictures of any wreckage that may be found.,1,correct,complete,The answer details what the Bluefin-21 can do.,100,100,3
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_zero_shot,It is all up to the little yellow robotic submarine because it is the only tool that can search the depths of the Indian Ocean for the missing Boeing 777. The robotic submarine is equipped with side-scanning sonar arrays and high-definition cameras that can map the seafloor and take pictures of any wreckage that may be found.,2,irrelevant,missing_all,"The response failed to mention that investigators looking for Malaysia Airlines Flight 370 have put away their towed pinger locator and are about to call off searches for surface debris, as per sentence 1.",Score: 0,0,1
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_zero_shot,It is all up to the little yellow robotic submarine because it is the only tool that can search the depths of the Indian Ocean for the missing Boeing 777. The robotic submarine is equipped with side-scanning sonar arrays and high-definition cameras that can map the seafloor and take pictures of any wreckage that may be found.,3,correct,complete,The question is answered sufficiently,100,100,5
1037,inq,4,why is it all up to a little yellow robotic submarine?,text-davinci-003_zero_shot,It is all up to the little yellow robotic submarine because it is the only tool that can search the depths of the Indian Ocean for the missing Boeing 777. The robotic submarine is equipped with side-scanning sonar arrays and high-definition cameras that can map the seafloor and take pictures of any wreckage that may be found.,4,correct,complete,The answer is correct and complete.,100,100,3
1037,inq,5,how long was the flight missing?,davinci,The flight was missing for about 2 hours and 40 minutes.,0,irrelevant,missing_all,The answer is not supported by the document. Sentence 28 lists the plane has missing for 38 days.,Score: 0,0,6
1037,inq,5,how long was the flight missing?,davinci,The flight was missing for about 2 hours and 40 minutes.,1,irrelevant,missing_all,The given answer is completely wrong,0,0,5
1037,inq,5,how long was the flight missing?,davinci,The flight was missing for about 2 hours and 40 minutes.,2,irrelevant,missing_all,Sentence 30 says its been 30 days since the plane has been missing.,Score: 0,0,7
1037,inq,5,how long was the flight missing?,davinci,The flight was missing for about 2 hours and 40 minutes.,3,irrelevant,missing_all,It was missing for 38 days.,0,0,3
1037,inq,5,how long was the flight missing?,davinci,The flight was missing for about 2 hours and 40 minutes.,4,irrelevant,missing_all,The answer does not align with sentence 20 of the document which notes that the search has been ongoing for 38 days.,Score: 0,0,6
1037,inq,5,how long was the flight missing?,gpt4,The article does not provide the exact duration for which the flight was missing.,0,irrelevant,missing_minor,At least a partial answer could have been taken from the article,50,50,5
1037,inq,5,how long was the flight missing?,gpt4,The article does not provide the exact duration for which the flight was missing.,1,correct,complete,The article did not provide the information about how long the flight has been missing.,0,0,7
1037,inq,5,how long was the flight missing?,gpt4,The article does not provide the exact duration for which the flight was missing.,2,irrelevant,complete,It was missing for 38 days.,100,100,3
1037,inq,5,how long was the flight missing?,gpt4,The article does not provide the exact duration for which the flight was missing.,3,irrelevant,missing_all,The relevant info needed to answer the question is contained in sentence 20.,0,0,6
1037,inq,5,how long was the flight missing?,gpt4,The article does not provide the exact duration for which the flight was missing.,4,irrelevant,missing_all,The article specifies exactly when the plane vanished,Score: 0,0,5
1037,inq,5,how long was the flight missing?,text-davinci-003_few_shot,"The flight has been missing since March 8, 38 days ago.",0,correct,complete,All necessary information is included,100,100,5
1037,inq,5,how long was the flight missing?,text-davinci-003_few_shot,"The flight has been missing since March 8, 38 days ago.",1,correct,complete,"Answer is valid, but includes some outside information",90,90,5
1037,inq,5,how long was the flight missing?,text-davinci-003_few_shot,"The flight has been missing since March 8, 38 days ago.",2,irrelevant,missing_minor,"The 38 days are only the period of the search, not the length of the flight missing, as per sentence 20. So the second part of the response is unsupported.",Score: 50,50,1
1037,inq,5,how long was the flight missing?,text-davinci-003_few_shot,"The flight has been missing since March 8, 38 days ago.",3,correct,complete,38 days ago is correct.,100,100,3
1037,inq,5,how long was the flight missing?,text-davinci-003_few_shot,"The flight has been missing since March 8, 38 days ago.",4,irrelevant,complete,"The answer need only contain the info about the specific date, March 8, from sentence 20. Including the number of days could lead to inaccuracies due to time differences.",100,100,6
1037,inq,5,how long was the flight missing?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 has been missing since March 8, 2014.",0,irrelevant,missing_minor,"March 8 is mentioned but there is no mention of the year, 2014.",Score: 0,0,3
1037,inq,5,how long was the flight missing?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 has been missing since March 8, 2014.",1,correct,complete,This is a valid answer,100,100,5
1037,inq,5,how long was the flight missing?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 has been missing since March 8, 2014.",2,irrelevant,missing_minor,"The year 2014 in the response is unsupported by the passage, as per sentence 20.",Score: 60,60,1
1037,inq,5,how long was the flight missing?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 has been missing since March 8, 2014.",3,correct,complete,"The answer is valid, but a bit of outside information was added in",75,75,5
1037,inq,5,how long was the flight missing?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 has been missing since March 8, 2014.",4,irrelevant,missing_minor,The document indicates that the plane went missing 38 days ago on March 8 but doesn't mention 2014.,Score: 50,50,3
1037,inq,6,why are people looking for malaysia airlines flight 370?,davinci,The answer is simple. The plane is missing.,0,irrelevant,missing_minor,"The first answer sentence is not relevant as it is answer commentary. The second sentence is correct and supported by sentence 20 but lacks the details in sentence 20 which would emphasize the reason why people are searching, that being the people on board.","Score: 75. The response includes one correct sentence supported by sentence 20, but it lacks details emphasizing why people are searching for the missing Boeing 777 (feedback referencing sentence 20). The response misses some information from the document needed to answer the question.",75,6
1037,inq,6,why are people looking for malaysia airlines flight 370?,davinci,The answer is simple. The plane is missing.,1,correct,missing_major,"That answer is technically correct, but insultingly narrow",Score: 30,30,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,davinci,The answer is simple. The plane is missing.,2,correct,complete,The article confirms that the plane is missing,100,100,7
1037,inq,6,why are people looking for malaysia airlines flight 370?,davinci,The answer is simple. The plane is missing.,3,irrelevant,missing_all,The plane disappeared and crashed into the ocean. They are trying to recover the plane and evidence to investigate the crash and give answers to loved ones.,0,0,3
1037,inq,6,why are people looking for malaysia airlines flight 370?,davinci,The answer is simple. The plane is missing.,4,irrelevant,missing_minor,"The first answer sentence is not relevant as it is a commentary on the answer, The second sentence is correct and drawn from sentence 20. Sentence 20 also notes that 239 people were onboard. This should be included as well as it contributes to why people would be searching. ",Score: 50,50,6
1037,inq,6,why are people looking for malaysia airlines flight 370?,gpt4,"People are looking for Malaysia Airlines Flight 370 because it disappeared on March 8, 2014, during its flight from Kuala Lumpur, Malaysia, to Beijing, with 239 people on board.",0,correct,complete,The question is answered sufficiently,100,100,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,gpt4,"People are looking for Malaysia Airlines Flight 370 because it disappeared on March 8, 2014, during its flight from Kuala Lumpur, Malaysia, to Beijing, with 239 people on board.",1,correct,complete,Sentence 20 confirms the machine response. ,100,100,7
1037,inq,6,why are people looking for malaysia airlines flight 370?,gpt4,"People are looking for Malaysia Airlines Flight 370 because it disappeared on March 8, 2014, during its flight from Kuala Lumpur, Malaysia, to Beijing, with 239 people on board.",2,irrelevant,missing_minor,The article does not mention 2014. The plane disappeared and crashed into the ocean. They are trying to recover the plane and evidence to investigate the crash and give answers to loved ones.,Score: 50,50,3
1037,inq,6,why are people looking for malaysia airlines flight 370?,gpt4,"People are looking for Malaysia Airlines Flight 370 because it disappeared on March 8, 2014, during its flight from Kuala Lumpur, Malaysia, to Beijing, with 239 people on board.",3,correct,complete,The answer is supported via info in sentence 20.,100,100,6
1037,inq,6,why are people looking for malaysia airlines flight 370?,gpt4,"People are looking for Malaysia Airlines Flight 370 because it disappeared on March 8, 2014, during its flight from Kuala Lumpur, Malaysia, to Beijing, with 239 people on board.",4,correct,complete,This is a valid and sufficient answer,100,100,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_few_shot," Malaysia Airlines Flight 370 disappeared on March 8 with 239 people aboard en route from Kuala Lumpur, Malaysia, to Beijing. Investigators are searching for the plane in an area bigger than the city of Los Angeles.",0,correct,complete,This is a valid answer,100,100,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_few_shot," Malaysia Airlines Flight 370 disappeared on March 8 with 239 people aboard en route from Kuala Lumpur, Malaysia, to Beijing. Investigators are searching for the plane in an area bigger than the city of Los Angeles.",1,correct,complete,This is a sufficient answer,100,100,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_few_shot," Malaysia Airlines Flight 370 disappeared on March 8 with 239 people aboard en route from Kuala Lumpur, Malaysia, to Beijing. Investigators are searching for the plane in an area bigger than the city of Los Angeles.",2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100,1
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_few_shot," Malaysia Airlines Flight 370 disappeared on March 8 with 239 people aboard en route from Kuala Lumpur, Malaysia, to Beijing. Investigators are searching for the plane in an area bigger than the city of Los Angeles.",3,correct,complete,The answer explained why they are looking for the plane.,100,100,3
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_few_shot," Malaysia Airlines Flight 370 disappeared on March 8 with 239 people aboard en route from Kuala Lumpur, Malaysia, to Beijing. Investigators are searching for the plane in an area bigger than the city of Los Angeles.",4,irrelevant,missing_major,"The first sentence is relevant to the answer, the second is not because it is merely talking about the search area, not the reason why a search is being done. Info from sentences 28 and 29 are also needed as they explain additional reasons for the search beyond the plane disappearing.",Score: 20,20,6
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 disappeared on March 8, 2014 with 239 people aboard while en route from Kuala Lumpur, Malaysia to Beijing. Investigators have been searching for the plane ever since in order to determine what happened to it and the people on board.",0,irrelevant,missing_minor,The plane had been missing for 38 days. The year 2014 is not mentioned in the article although March 8 is mentioned.,Score: 50. The response mentions the missing plane but does not address the specific information requested in the feedback.,50,3
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 disappeared on March 8, 2014 with 239 people aboard while en route from Kuala Lumpur, Malaysia to Beijing. Investigators have been searching for the plane ever since in order to determine what happened to it and the people on board.",1,correct,complete,The question is answered sufficiently,100,100,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 disappeared on March 8, 2014 with 239 people aboard while en route from Kuala Lumpur, Malaysia to Beijing. Investigators have been searching for the plane ever since in order to determine what happened to it and the people on board.",2,correct,missing_minor,"The response failed to mention that  the families are eager for new information, as per sentence 29.",50,50,1
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 disappeared on March 8, 2014 with 239 people aboard while en route from Kuala Lumpur, Malaysia to Beijing. Investigators have been searching for the plane ever since in order to determine what happened to it and the people on board.",3,correct,complete,"This is a sufficient answer, but the year was added from an outside source, and it contradicts the ""2013"" given in the previous answer",50,50,5
1037,inq,6,why are people looking for malaysia airlines flight 370?,text-davinci-003_zero_shot," Malaysia Airlines Flight 370 disappeared on March 8, 2014 with 239 people aboard while en route from Kuala Lumpur, Malaysia to Beijing. Investigators have been searching for the plane ever since in order to determine what happened to it and the people on board.",4,irrelevant,missing_minor,The document indicates that the plane went missing 38 days ago on March 8 but doesn't mention 2014.,Score: 50,50,3
1037,inq,7,why does mapping the area take so long?,davinci, The answer is simple. The area is huge.,0,irrelevant,missing_all,"The first answer sentence is irrelevant commentary. The second sentence makes an assumption based on sentence 6, which gives the size of the area. It would be better to use the info from sentence 6 however rather than come up with a summation of it that leaves out the details in regards to pacing (moving at a walking pace)",Score: 0,0,6
1037,inq,7,why does mapping the area take so long?,davinci, The answer is simple. The area is huge.,1,correct,missing_major,Vast amounts of relevant information are glossed over,Score: 20,20,5
1037,inq,7,why does mapping the area take so long?,davinci, The answer is simple. The area is huge.,2,correct,missing_minor,"The area is 600 square miles, so it is a very large area.",20,20,7
1037,inq,7,why does mapping the area take so long?,davinci, The answer is simple. The area is huge.,3,irrelevant,missing_major,The area is 600 square miles and bigger than the city of Los Angeles.,Score: 0,0,3
1037,inq,7,why does mapping the area take so long?,davinci, The answer is simple. The area is huge.,4,irrelevant,missing_all,"The first answer sentence is not relevant as it is commentary on the answer. The second sentence is a summarization of the data given in sentence 6 and is not completely accurate as huge is a relative term. There is much info left out as well which pertaining to pacing, which greatly explains the length of time involved. Sentence 6 speaks of the rate and distance to be covered, sentence 10 speaks of additional travel time, sentence 11 speaks to the download time, ",Score: 0,0,6
1037,inq,7,why does mapping the area take so long?,gpt4,"Mapping the area where the plane most likely disappeared takes six weeks to two months because the Bluefin-21 underwater autonomous vehicle moves at a walking pace, scanning a half-mile-wide swath and searching an area of about 600 square miles. The sub operates on a 24-hour cycle: it takes two hours each way to get to the seafloor and back and searches for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",0,correct,complete,This is a valid and comprehensive answer,100,100,5
1037,inq,7,why does mapping the area take so long?,gpt4,"Mapping the area where the plane most likely disappeared takes six weeks to two months because the Bluefin-21 underwater autonomous vehicle moves at a walking pace, scanning a half-mile-wide swath and searching an area of about 600 square miles. The sub operates on a 24-hour cycle: it takes two hours each way to get to the seafloor and back and searches for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",1,correct,complete,Sentence 5-13 confirms the machine response. ,100,100,7
1037,inq,7,why does mapping the area take so long?,gpt4,"Mapping the area where the plane most likely disappeared takes six weeks to two months because the Bluefin-21 underwater autonomous vehicle moves at a walking pace, scanning a half-mile-wide swath and searching an area of about 600 square miles. The sub operates on a 24-hour cycle: it takes two hours each way to get to the seafloor and back and searches for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",2,correct,complete,The answer is correct and complete.,100,100,3
1037,inq,7,why does mapping the area take so long?,gpt4,"Mapping the area where the plane most likely disappeared takes six weeks to two months because the Bluefin-21 underwater autonomous vehicle moves at a walking pace, scanning a half-mile-wide swath and searching an area of about 600 square miles. The sub operates on a 24-hour cycle: it takes two hours each way to get to the seafloor and back and searches for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",3,correct,complete,"The answer is comprehensive, making use of sentences 6 and 9-11.",100,100,6
1037,inq,7,why does mapping the area take so long?,gpt4,"Mapping the area where the plane most likely disappeared takes six weeks to two months because the Bluefin-21 underwater autonomous vehicle moves at a walking pace, scanning a half-mile-wide swath and searching an area of about 600 square miles. The sub operates on a 24-hour cycle: it takes two hours each way to get to the seafloor and back and searches for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",4,correct,complete,This is a valid and comprehensive answer,100,100,5
1037,inq,7,why does mapping the area take so long?,text-davinci-003_few_shot,"The Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",0,correct,complete,The question is answered sufficiently,100,100,5
1037,inq,7,why does mapping the area take so long?,text-davinci-003_few_shot,"The Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",1,correct,complete,The question is answered sufficiently,100,100,5
1037,inq,7,why does mapping the area take so long?,text-davinci-003_few_shot,"The Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document. ,100,100,1
1037,inq,7,why does mapping the area take so long?,text-davinci-003_few_shot,"The Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",3,correct,complete,The answer explained why the process is slow.,100,100,3
1037,inq,7,why does mapping the area take so long?,text-davinci-003_few_shot,"The Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",4,correct,complete,"Sentences 6, 10, and 11 have the info needed and the answer makes good use of that information in its response.",95,95,6
1037,inq,7,why does mapping the area take so long?,text-davinci-003_zero_shot,"Mapping the area where the plane most likely disappeared could take six weeks to two months because the Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",0,correct,complete,The answer details the slow process of mapping the ocean floor.,80,80,3
1037,inq,7,why does mapping the area take so long?,text-davinci-003_zero_shot,"Mapping the area where the plane most likely disappeared could take six weeks to two months because the Bluefin-21 moves at a walking pace and will be searching an area of about 600 square miles. It takes two hours each way to get to the seafloor and back and can search for 16 hours. Once it surfaces, it requires four hours to download the data gathered and prepare the machine for its next dive.",1,correct,complete,This is a valid and comprehensive answer,100,100,5
