articleid,dataset,questionid,question,system,answer,annotationid,correct_label,complete_label,feedback,ebr_raw,ebr_num,workerid,split
1034,inq,2,why was there a nightly duty of government helicopters?,gpt4,"In Aleppo, Syria, the nightly duty of a government helicopter was to drop barrel bombs on towns, as described in this news article.",2,correct,complete,Sentence 12 confirm the machine response. ,Score: 100,100.0,7,train
1034,inq,2,why was there a nightly duty of government helicopters?,gpt4,"In Aleppo, Syria, the nightly duty of a government helicopter was to drop barrel bombs on towns, as described in this news article.",3,irrelevant,missing_minor,The near daily flights are to bomb the citizens and terrorize them.,10,10.0,3,train
1034,inq,2,why was there a nightly duty of government helicopters?,gpt4,"In Aleppo, Syria, the nightly duty of a government helicopter was to drop barrel bombs on towns, as described in this news article.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_few_shot,The government helicopters were dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,0,irrelevant,missing_all,"This answer does not address the ""why"" question.",0,0.0,5,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_few_shot,The government helicopters were dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,1,irrelevant,missing_major,The machine response states what the helicopters were doing but fails to properly answer why they were operating (to combat rebel forces as indicated in sentences 15 and 35).,Score: 50,50.0,0,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_few_shot,The government helicopters were dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,2,correct,complete,The answer is correct - the helicopters were there to drop bombs.,100,100.0,3,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_few_shot,The government helicopters were dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,3,correct,missing_minor,Sentence 27 gives info about the offensive which would be good to add to the answer as it gives it context and better answers the question with that information included.,50,50.0,6,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_few_shot,The government helicopters were dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,4,correct,missing_minor,Some more detail could have been included.,70,70.0,5,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_zero_shot,"The government helicopters were carrying out a nightly duty of dropping barrel bombs on nearby towns in Aleppo, Syria. This was part of the government's military offensive against the opposition-held neighborhoods and suburbs of Aleppo.",0,correct,complete,The government liked terrorizing the community by dropping bombs at night.,0,0.0,3,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_zero_shot,"The government helicopters were carrying out a nightly duty of dropping barrel bombs on nearby towns in Aleppo, Syria. This was part of the government's military offensive against the opposition-held neighborhoods and suburbs of Aleppo.",1,correct,complete,"This is a valid answer, given the text",100,100.0,5,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_zero_shot,"The government helicopters were carrying out a nightly duty of dropping barrel bombs on nearby towns in Aleppo, Syria. This was part of the government's military offensive against the opposition-held neighborhoods and suburbs of Aleppo.",2,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document.,100,100.0,1,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_zero_shot,"The government helicopters were carrying out a nightly duty of dropping barrel bombs on nearby towns in Aleppo, Syria. This was part of the government's military offensive against the opposition-held neighborhoods and suburbs of Aleppo.",3,correct,complete,The question is answered sufficiently,100,100.0,5,train
1034,inq,2,why was there a nightly duty of government helicopters?,text-davinci-003_zero_shot,"The government helicopters were carrying out a nightly duty of dropping barrel bombs on nearby towns in Aleppo, Syria. This was part of the government's military offensive against the opposition-held neighborhoods and suburbs of Aleppo.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,3,whose family members stood on a balcony?,davinci,The family members of the writer.,0,irrelevant,missing_all,Whose family members it was is not stated in the article. ,Score: 0,0.0,7,train
1034,inq,3,whose family members stood on a balcony?,davinci,The family members of the writer.,1,irrelevant,missing_all,"The answer is not correct as the writer is not specified in the document. The proper answer comes from sentence 6, which notes Khansa Laila.",Score: 0,0.0,6,train
1034,inq,3,whose family members stood on a balcony?,davinci,The family members of the writer.,2,correct,missing_minor,"One family member was named in the article, and this could have partially answered the question",50,50.0,5,train
1034,inq,3,whose family members stood on a balcony?,davinci,The family members of the writer.,3,irrelevant,missing_all,The family mentioned was an anonymous family from the Anadan suburb.,0,0.0,3,train
1034,inq,3,whose family members stood on a balcony?,davinci,The family members of the writer.,4,irrelevant,missing_all,Khansa Laila's family members were the ones in the balcony,0,0.0,7,train
1034,inq,3,whose family members stood on a balcony?,gpt4,The sentence does not specify whose family members stood on a balcony.,0,irrelevant,missing_all,"One family member was named in the article, and this could have partially answered the question",50,50.0,5,train
1034,inq,3,whose family members stood on a balcony?,gpt4,The sentence does not specify whose family members stood on a balcony.,1,irrelevant,missing_all,"Sentence 6 names Khansa Laila being present on the balcony and sentence 13 links her to the family, thus indicating it is the family of Khansa Laila.",0,0.0,6,train
1034,inq,3,whose family members stood on a balcony?,gpt4,The sentence does not specify whose family members stood on a balcony.,2,correct,complete,The article did not specifically mention the family members but it can be assumed that is Khansa Laila's family ,75,75.0,7,train
1034,inq,3,whose family members stood on a balcony?,gpt4,The sentence does not specify whose family members stood on a balcony.,3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,3,whose family members stood on a balcony?,gpt4,The sentence does not specify whose family members stood on a balcony.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_few_shot,The family members stood on a balcony in Aleppo's Anadan suburb.,0,irrelevant,missing_major,A reference to a named family member is missed in this answer.,Score: 20. The response barely mentions anything from the article to answer the question and misses a named family member that was present in the article.,20.0,5,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_few_shot,The family members stood on a balcony in Aleppo's Anadan suburb.,1,irrelevant,missing_all,The machine response gives a circular and irrelevant answer. The family members belonged to Khansa Laila as indicated in sentence 6.,Score: 0,0.0,0,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_few_shot,The family members stood on a balcony in Aleppo's Anadan suburb.,2,irrelevant,missing_minor,The answer should state that there was no information on whose family members they were.,50,50.0,3,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_few_shot,The family members stood on a balcony in Aleppo's Anadan suburb.,3,irrelevant,missing_all,"The name of the person is given in sentence 6. As it stands now, the answer does not answer the question.",Score: 0,0.0,6,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_few_shot,The family members stood on a balcony in Aleppo's Anadan suburb.,4,irrelevant,missing_major,"One family member was named in the article, and this could have partially answered the question",50,50.0,5,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_zero_shot,"The family members of Aleppo, Syria stood on a balcony.",0,correct,missing_minor,A family member was named in the article,Score: 20,20.0,5,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_zero_shot,"The family members of Aleppo, Syria stood on a balcony.",1,correct,complete,The family was only mentioned as part of the Anadan suburb.,100,100.0,3,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_zero_shot,"The family members of Aleppo, Syria stood on a balcony.",2,correct,missing_minor,"One family member was named in the article, and this could have partially answered the question",50,50.0,5,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_zero_shot,"The family members of Aleppo, Syria stood on a balcony.",3,irrelevant,missing_all,"The response failed to mention it was Khansa Laila's family, as per sentence 6.",Score: 0,0.0,1,train
1034,inq,3,whose family members stood on a balcony?,text-davinci-003_zero_shot,"The family members of Aleppo, Syria stood on a balcony.",4,correct,complete,The answer is correct and complete. The family was only described as being from Aleppo's Anadan suburb.,100,100.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,davinci,"No, they were carrying only two.",0,correct,complete,Sentence 3-5 confirms the machine response. ,100,100.0,7,train
1034,inq,4,were they carrying all four and did they drop the other two?,davinci,"No, they were carrying only two.",1,irrelevant,missing_all,"The document does not state how many were carried. (Sentence 4 notes it can be up to 4 bombs). Also, it is not stated if other bombs were dropped, just the two noted in sentence 3. So, the info needed to answer the question is not available in the document.",Score: 0,0.0,6,train
1034,inq,4,were they carrying all four and did they drop the other two?,davinci,"No, they were carrying only two.",2,correct,complete,This answer fits with the article text,100,100.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,davinci,"No, they were carrying only two.",3,irrelevant,missing_all,The article did not say the helicopter was carrying 4 bombs but it was thought to be by the family. It also did not say the helicopter was carrying only two bombs.,0,0.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,davinci,"No, they were carrying only two.",4,correct,complete,The machine response is evident in sentence 2.,Score: 100,100.0,7,train
1034,inq,4,were they carrying all four and did they drop the other two?,gpt4,"The residents in Aleppo knew that the helicopter can carry up to four of the barrel bombs, but while they were waiting, only two of them dropped on nearby towns. The article does not mention if the helicopter dropped the other two barrel bombs.",0,correct,complete,All necessary and available information is included in this answer,100,100.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,gpt4,"The residents in Aleppo knew that the helicopter can carry up to four of the barrel bombs, but while they were waiting, only two of them dropped on nearby towns. The article does not mention if the helicopter dropped the other two barrel bombs.",1,correct,missing_major,"The answer does not address the first part of the question. To that end, there is no mention of how many bombs were actually being carried by this specific helicopter despite it having the potential to carry 4. The article is correct however in stating it is not known if the other two (assuming they were there) were dropped.",Score: 20,20.0,6,train
1034,inq,4,were they carrying all four and did they drop the other two?,gpt4,"The residents in Aleppo knew that the helicopter can carry up to four of the barrel bombs, but while they were waiting, only two of them dropped on nearby towns. The article does not mention if the helicopter dropped the other two barrel bombs.",2,correct,complete,The machine response is evident in the article. ,100,100.0,7,train
1034,inq,4,were they carrying all four and did they drop the other two?,gpt4,"The residents in Aleppo knew that the helicopter can carry up to four of the barrel bombs, but while they were waiting, only two of them dropped on nearby towns. The article does not mention if the helicopter dropped the other two barrel bombs.",3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,gpt4,"The residents in Aleppo knew that the helicopter can carry up to four of the barrel bombs, but while they were waiting, only two of them dropped on nearby towns. The article does not mention if the helicopter dropped the other two barrel bombs.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_few_shot,"The family members followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns. They waited for the last two, but the helicopter eventually grew faint and was replaced by that of a warplane.",0,correct,missing_minor,The explicit reference to helicopters normally carrying 4 bombs should have been included,Score: 40,40.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_few_shot,"The family members followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns. They waited for the last two, but the helicopter eventually grew faint and was replaced by that of a warplane.",1,correct,complete,The machine response answered the question fully and correctly.,100,100.0,0,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_few_shot,"The family members followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns. They waited for the last two, but the helicopter eventually grew faint and was replaced by that of a warplane.",2,correct,complete,There is nothing in the article stating the last two bombs were dropped so it is unknown.,0,0.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_few_shot,"The family members followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns. They waited for the last two, but the helicopter eventually grew faint and was replaced by that of a warplane.",3,irrelevant,missing_all,"That information was not given, as only two bombs were dropped and it was not stated what happened to the other two if they were even there in the first place (they could carry up to 4, but it was not confirmed that this one was carrying 4)",0,0.0,6,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_few_shot,"The family members followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns. They waited for the last two, but the helicopter eventually grew faint and was replaced by that of a warplane.",4,correct,complete,The necessary information is included,100,100.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_zero_shot,"The family members were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two. They followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs on nearby towns, but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two.",0,correct,complete,The answer is correct. The other two bombs were not mentioned as being dropped in the document.,100,100.0,3,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_zero_shot,"The family members were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two. They followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs on nearby towns, but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two.",1,correct,complete,"There are a lot of assumptions in the answer, but they seem reasonable, given the text",Score: 90,90.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_zero_shot,"The family members were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two. They followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs on nearby towns, but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two.",2,irrelevant,missing_major,"""but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two."" in the response is incorrect according to sentences 4 and 5.",Score: 30,30.0,1,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_zero_shot,"The family members were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two. They followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs on nearby towns, but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two.",3,correct,complete,This is a valid and sufficient answer,100,100.0,5,train
1034,inq,4,were they carrying all four and did they drop the other two?,text-davinci-003_zero_shot,"The family members were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two. They followed the sound of the helicopter's whirring blades as well as scratchy updates coming over a walkie-talkie from rebels spread throughout the area. News came in that the helicopter had dropped two barrel bombs on nearby towns, but they were not able to determine if the helicopter was carrying all four bombs or if it had dropped the other two.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,5,why are they dropping bombs?,davinci, The Syrian government is trying to destroy the city and kill the people.,0,correct,complete,Sentence 12-17 confirms the machine response and also adds that the bomb droppings is as a result of the current military regime,100,100.0,7,train
1034,inq,5,why are they dropping bombs?,davinci, The Syrian government is trying to destroy the city and kill the people.,1,irrelevant,missing_all,The answer is not drawn from the document as none of the document's sentences indicate what was written for the answer. Sentence 27 however notes that there is a barrel bomb offensive taking place.,Score: 0,0.0,6,train
1034,inq,5,why are they dropping bombs?,davinci, The Syrian government is trying to destroy the city and kill the people.,2,irrelevant,missing_major,"This answer is overly broad, and misrepresents the facts in the article",Score: 10,10.0,5,train
1034,inq,5,why are they dropping bombs?,davinci, The Syrian government is trying to destroy the city and kill the people.,3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,5,why are they dropping bombs?,davinci, The Syrian government is trying to destroy the city and kill the people.,4,correct,complete,Sentence 12 confirms the machine response. ,Score: 100,100.0,7,train
1034,inq,5,why are they dropping bombs?,gpt4,"The helicopter dropped barrel bombs because it is part of President Bashar Assad's military offensive against opposition-held neighborhoods and surrounding suburbs in Aleppo, Syria.",0,correct,complete,This is a valid and sufficient answer,100,100.0,5,train
1034,inq,5,why are they dropping bombs?,gpt4,"The helicopter dropped barrel bombs because it is part of President Bashar Assad's military offensive against opposition-held neighborhoods and surrounding suburbs in Aleppo, Syria.",1,correct,complete,The answer is supported by 15 and 17.,100,100.0,6,train
1034,inq,5,why are they dropping bombs?,gpt4,"The helicopter dropped barrel bombs because it is part of President Bashar Assad's military offensive against opposition-held neighborhoods and surrounding suburbs in Aleppo, Syria.",2,correct,complete,Sentence 15 confirms the machine response. ,Score: 100,100.0,7,train
1034,inq,5,why are they dropping bombs?,gpt4,"The helicopter dropped barrel bombs because it is part of President Bashar Assad's military offensive against opposition-held neighborhoods and surrounding suburbs in Aleppo, Syria.",3,irrelevant,missing_minor,The near daily flights are to bomb the citizens and terrorize them.,0,0.0,3,train
1034,inq,5,why are they dropping bombs?,gpt4,"The helicopter dropped barrel bombs because it is part of President Bashar Assad's military offensive against opposition-held neighborhoods and surrounding suburbs in Aleppo, Syria.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_few_shot,The government is using barrel bombs to terrorize Aleppo's opposition-held neighborhoods and surrounding suburbs. The bombs are used to target rebel forces and civilians in an effort to gain control of the city.,0,correct,complete,All necessary information is included in this answer.,100,100.0,5,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_few_shot,The government is using barrel bombs to terrorize Aleppo's opposition-held neighborhoods and surrounding suburbs. The bombs are used to target rebel forces and civilians in an effort to gain control of the city.,1,correct,complete,The machine response answered the question fully and correctly.,100,100.0,0,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_few_shot,The government is using barrel bombs to terrorize Aleppo's opposition-held neighborhoods and surrounding suburbs. The bombs are used to target rebel forces and civilians in an effort to gain control of the city.,2,correct,complete,The reasons for the bombings is explained correctly in the answer.,100,100.0,3,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_few_shot,The government is using barrel bombs to terrorize Aleppo's opposition-held neighborhoods and surrounding suburbs. The bombs are used to target rebel forces and civilians in an effort to gain control of the city.,3,irrelevant,missing_major,The second sentence in the answer is not backed up within the document. The answer also misses including information from sentence 27 about the offensive.,Score: 20,20.0,6,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_few_shot,The government is using barrel bombs to terrorize Aleppo's opposition-held neighborhoods and surrounding suburbs. The bombs are used to target rebel forces and civilians in an effort to gain control of the city.,4,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_zero_shot,The government of Syria is dropping barrel bombs on opposition-held neighborhoods and surrounding suburbs in Aleppo in an effort to terrorize the population and weaken rebel forces.,0,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_zero_shot,The government of Syria is dropping barrel bombs on opposition-held neighborhoods and surrounding suburbs in Aleppo in an effort to terrorize the population and weaken rebel forces.,1,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document.,100,100.0,1,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_zero_shot,The government of Syria is dropping barrel bombs on opposition-held neighborhoods and surrounding suburbs in Aleppo in an effort to terrorize the population and weaken rebel forces.,2,correct,complete,The government wanted to terrorize the citizens and opposition in Aleppo.,0,0.0,3,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_zero_shot,The government of Syria is dropping barrel bombs on opposition-held neighborhoods and surrounding suburbs in Aleppo in an effort to terrorize the population and weaken rebel forces.,3,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,5,why are they dropping bombs?,text-davinci-003_zero_shot,The government of Syria is dropping barrel bombs on opposition-held neighborhoods and surrounding suburbs in Aleppo in an effort to terrorize the population and weaken rebel forces.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,davinci, The helicopter pilot is from the Syrian government.,0,correct,complete,Sentence 14 confirms the machine response. ,100,100.0,7,train
1034,inq,6,for what country's government is the helicopter pilot from?,davinci, The helicopter pilot is from the Syrian government.,1,correct,complete,Sentences 14 and 15 indicates the country of Syria.,100,100.0,6,train
1034,inq,6,for what country's government is the helicopter pilot from?,davinci, The helicopter pilot is from the Syrian government.,2,correct,complete,This is as much information as can be taken from the article,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,davinci, The helicopter pilot is from the Syrian government.,3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,davinci, The helicopter pilot is from the Syrian government.,4,correct,complete,The article states that the incident is happening in Syria and it is the Syria helicopter that is being used to drop the bombs. ,100,100.0,7,train
1034,inq,6,for what country's government is the helicopter pilot from?,gpt4,The helicopter pilot is from Syria's government.,0,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,gpt4,The helicopter pilot is from Syria's government.,1,correct,complete,"While not explicitly stated within the article, the answer can be arrived at by taking into consideration the information in sentences 1, 15, 17, and 27.",70,70.0,6,train
1034,inq,6,for what country's government is the helicopter pilot from?,gpt4,The helicopter pilot is from Syria's government.,2,correct,complete,Sentence 4 confirms the machine response. ,Score: 100,100.0,7,train
1034,inq,6,for what country's government is the helicopter pilot from?,gpt4,The helicopter pilot is from Syria's government.,3,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,gpt4,The helicopter pilot is from Syria's government.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_few_shot,The helicopter pilot is from the Syrian government.,0,correct,complete,The question is answered sufficiently,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_few_shot,The helicopter pilot is from the Syrian government.,1,irrelevant,missing_all,The machine response made a claim that was not supported by the text of the article. There was no mention of the helicopter pilot's nationality in the article.,Score: 0,0.0,0,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_few_shot,The helicopter pilot is from the Syrian government.,2,correct,complete,The answer regarding the pilot is correct.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_few_shot,The helicopter pilot is from the Syrian government.,3,irrelevant,missing_all,"It is never explicitly stated that it was the Syrian Government. Sentence 17 speaks of President Bashar Assad, so it would be more accurate to say the government of Bashar Assad as that is what was  given in the document.",0,0.0,6,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_few_shot,The helicopter pilot is from the Syrian government.,4,correct,complete,This answer fits with the article,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_zero_shot,The helicopter pilot is from the Syrian government.,0,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document.,100,100.0,1,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_zero_shot,The helicopter pilot is from the Syrian government.,1,correct,complete,The helicopter pilots are part of the Syrian government.,100,100.0,3,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_zero_shot,The helicopter pilot is from the Syrian government.,2,correct,complete,The question is answered sufficiently,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_zero_shot,The helicopter pilot is from the Syrian government.,3,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,6,for what country's government is the helicopter pilot from?,text-davinci-003_zero_shot,The helicopter pilot is from the Syrian government.,4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,7,why are there daily helicopter flights,davinci, The helicopter flights are not daily. They are every night.,0,irrelevant,missing_major,The nightly helicopter flights was to cone drop bombs in the city,Score: 0,0.0,7,train
1034,inq,7,why are there daily helicopter flights,davinci, The helicopter flights are not daily. They are every night.,1,irrelevant,missing_all,"The answer is not relevant as it is caught up in semantics. Sentence 15 indicates the flights to be nearly daily. To answer the question, info from sentence 27 can be used as it notes the barrel bomb offensive.",Score: 0,0.0,6,train
1034,inq,7,why are there daily helicopter flights,davinci, The helicopter flights are not daily. They are every night.,2,irrelevant,missing_major,"This answer is overly pedantic, and ignores relevant information in the article",Score: 30,30.0,5,train
1034,inq,7,why are there daily helicopter flights,davinci, The helicopter flights are not daily. They are every night.,3,irrelevant,missing_all,The near daily flights are to bomb the citizens and terrorize them.,0,0.0,3,train
1034,inq,7,why are there daily helicopter flights,davinci, The helicopter flights are not daily. They are every night.,4,irrelevant,missing_major,There are daily helicopter flights because the Syria government is determined to destroy the civilian,Score: 0,0.0,7,train
1034,inq,7,why are there daily helicopter flights,gpt4,"There are daily helicopter flights because Aleppo is a city shattered by conflict between the government and the opposition, with government helicopters dropping barrel bombs on the city almost daily.",0,correct,complete,The question is answered sufficiently,100,100.0,5,train
1034,inq,7,why are there daily helicopter flights,gpt4,"There are daily helicopter flights because Aleppo is a city shattered by conflict between the government and the opposition, with government helicopters dropping barrel bombs on the city almost daily.",1,irrelevant,missing_major,"The first part of the answer is not relevant as the mere presence of conflict does not necessitate helicopters being there. Sentence 27 indicates there is a barrel bomb offensive, that explains why there are helicopters, especially when paired with the info from 15 already in the answer.",Score: 45,45.0,6,train
1034,inq,7,why are there daily helicopter flights,gpt4,"There are daily helicopter flights because Aleppo is a city shattered by conflict between the government and the opposition, with government helicopters dropping barrel bombs on the city almost daily.",2,correct,complete,The machine response is based on the scenarios and events in the article. ,0,0.0,7,train
1034,inq,7,why are there daily helicopter flights,gpt4,"There are daily helicopter flights because Aleppo is a city shattered by conflict between the government and the opposition, with government helicopters dropping barrel bombs on the city almost daily.",3,irrelevant,missing_minor,The near daily flights are to bomb the citizens and terrorize them.,Score: 0,0.0,3,train
1034,inq,7,why are there daily helicopter flights,gpt4,"There are daily helicopter flights because Aleppo is a city shattered by conflict between the government and the opposition, with government helicopters dropping barrel bombs on the city almost daily.",4,correct,complete,The answer is correct and complete.,100,100.0,3,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_few_shot,The government helicopter is dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,0,correct,missing_minor,More detail as to why the flights are being made could have been added,50,50.0,5,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_few_shot,The government helicopter is dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,1,irrelevant,missing_major,"The machine response does not properly give a proper explanation, the 'why' behind the helicopter flights. It only explains what is going on and not why it is occurring.",Score: 20,20.0,0,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_few_shot,The government helicopter is dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,2,correct,missing_minor,"The information is correct and supported within the document, but info about the barrel bomb offensive is left out, and that is important to answering the question.",Score: 80,80.0,6,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_few_shot,The government helicopter is dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,3,irrelevant,missing_minor,The bombings are to inflict terror and kill those citizens and opposition in the area.,20,20.0,3,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_few_shot,The government helicopter is dropping barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,4,correct,missing_minor,More information could have been included,Score: 60,60.0,5,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_zero_shot,The government helicopter flights are part of the nightly duty of a government helicopter pilot in Aleppo's Anadan suburb. The helicopter flights are used to drop barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,0,correct,complete,This is a valid answer,100,100.0,5,train
1034,inq,7,why are there daily helicopter flights,text-davinci-003_zero_shot,The government helicopter flights are part of the nightly duty of a government helicopter pilot in Aleppo's Anadan suburb. The helicopter flights are used to drop barrel bombs - oil drums filled with TNT that can level buildings - on nearby towns.,1,correct,complete,This machine response is marked as correct and mentioning all relevant information from the document.,100,100.0,1,train
